Date,beta,predicted,residual,z_score,soy_usd,usdbrl,signal,position,days_held,portfolio_value,position_size,cash,returns,cumulative_returns
2024-01-02,0.0004307320774686,4.933759637700356,-0.0813598116505511,-0.5780865459168192,1274.0,4.852399826049805,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-03,0.0004242187615052,4.93109565376944,-0.0085955202550351,-0.0617385636054486,1269.5,4.922500133514404,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-04,0.0004102212553526,4.928152961002461,-0.0089530174599801,-0.0657591000445827,1262.0,4.9191999435424805,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-05,0.000399841322463,4.9231025116528,-0.027502669581267,-0.2059432486552627,1249.75,4.895599842071533,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-08,0.0003878733440241,4.919640379176184,-0.0589731504774535,-0.4469605235795721,1239.5,4.8606672286987305,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-09,0.0003836638823737,4.920079106549345,-0.0510791485110146,-0.3888229046092749,1241.5,4.86899995803833,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-10,0.0003767331479144,4.915307791854405,-0.0102079230799905,-0.0781676839978189,1228.75,4.905099868774414,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-11,0.000368862500255,4.916895771426169,-0.0254959110440893,-0.1959463265953282,1231.25,4.89139986038208,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-12,0.0003634651066131,4.907944178844736,-0.0382442238581637,-0.294508282859596,1205.75,4.869699954986572,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-16,0.0003621496985799,4.915523935542916,-0.053324152217721,-0.4108697131461201,1227.25,4.862199783325195,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-17,0.0003591925156427,4.907640802754516,0.0172592521771246,0.1331597115965352,1205.75,4.924900054931641,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-18,0.0003534442306599,4.911270147684923,0.022729867573866,0.1754879991573997,1213.5,4.934000015258789,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-19,0.0003431332134361,4.912541433037688,0.0135583441839921,0.1050281116396078,1213.25,4.92609977722168,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-22,0.0003345704917766,4.917236744864724,-0.0125946397621845,-0.0978642137928067,1224.25,4.904642105102539,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-23,0.0003276077995795,4.922599257365073,0.0657005892840967,0.5130076953648942,1239.5,4.98829984664917,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-24,0.0003152607545659,4.924249383415418,0.0279505524976677,0.2192314680798868,1240.25,4.952199935913086,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-25,0.0003074448827785,4.919757114476272,0.0127427710828103,0.1001544033155809,1223.0,4.932499885559082,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-26,0.0003032427978036,4.916124445720611,-0.0003243511161183,-0.0025504050551064,1209.25,4.915800094604492,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-29,0.0003005747619239,4.911886788691835,0.0017131792647075,0.0134760948418871,1194.25,4.913599967956543,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-30,0.0002949181975733,4.919873507132666,0.0303265737389164,0.2388107406573849,1218.75,4.950200080871582,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-01-31,0.0002865897234143,4.922037039871607,0.0282631768031977,0.222823323530932,1222.25,4.950300216674805,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-01,0.0002811375563889,4.917468285635794,0.0344317197047825,0.2715725742357518,1203.25,4.951900005340576,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-02,0.0002759289391873,4.914334024584306,0.0006659372687209,0.0052529083710448,1188.5,4.914999961853027,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-05,0.0002735152717465,4.916777813666096,0.0161602852413746,0.1274980264281391,1196.25,4.932938098907471,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-06,0.0002643993194781,4.918862096793964,0.0310809688493476,0.245853007310569,1199.5,4.949943065643311,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-07,0.0002545768608579,4.9175670927316855,0.0447327310293008,0.3547228694606069,1189.0,4.962299823760986,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-08,0.0002398440968324,4.92087094262579,0.0484288506176184,0.3860633133775382,1193.5,4.969299793243408,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-09,0.0002253544129868,4.920753329904566,0.0711466372890381,0.5699582234024405,1183.5,4.991899967193604,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-12,0.0002014993529442,4.926523010028047,0.0265771944397261,0.215115045539105,1193.0,4.953100204467773,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-13,0.0001856920083185,4.927466814613842,0.0247331212992438,0.2014318492237916,1186.25,4.952199935913086,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-14,0.0001735266754706,4.926510488460808,0.0254896526829906,0.208349263748917,1170.5,4.952000141143799,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-15,0.000159757717591,4.92732752517586,0.0409723405467961,0.3367671463317762,1162.25,4.968299865722656,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-16,0.0001429123160107,4.931587495734431,0.0408126927116141,0.3378950185626713,1172.25,4.972400188446045,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-20,0.0001260642093619,4.935068817436733,0.0213311001658063,0.1779309035633909,1179.0,4.956399917602539,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-21,0.0001120907042253,4.935077510510239,-0.0086773258788914,-0.0727298715013254,1160.75,4.926400184631348,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-22,0.0001007533335432,4.935364887265389,-0.0004650802890706,-0.0039180566626843,1147.75,4.934899806976318,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-23,8.987406060768249e-05,4.935745693468248,0.026654266095961,0.2255664587084138,1133.0,4.962399959564209,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-26,7.770948198609903e-05,4.938287444124354,0.0552127885721791,0.469061834795591,1136.0,4.993500232696533,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-27,5.969932369365381e-05,4.941420434937623,0.0374795208118889,0.3209893297406637,1131.25,4.978899955749512,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-28,4.579901503812327e-05,4.94400182339476,-0.0116015968017419,-0.1001777898564161,1134.0,4.932400226593018,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-02-29,3.2950601994667644e-05,4.945618521025958,0.0216814171759462,0.1893809835153792,1128.25,4.967299938201904,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-01,1.891840478311354e-05,4.948388225329359,0.0214117700930041,0.1884267515356757,1143.0,4.969799995422363,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-04,2.7388786369574184e-06,4.951031036212234,0.0016691018798073,0.0148266907435059,1147.0,4.952700138092041,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-05,-1.2792716376531249e-05,4.953442604366382,-0.0085425685082274,-0.0766082072014313,1140.75,4.944900035858154,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-06,-2.4009323547613424e-05,4.955037515953643,0.0020623985971379,0.0186212998253473,1140.25,4.957099914550781,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-07,-3.8553010538232845e-05,4.956560921772594,-0.0129607440077013,-0.118193588134147,1157.0,4.943600177764893,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-08,-4.914753202416053e-05,4.95713124144853,-0.023331020959028,-0.2142326097422844,1170.5,4.933800220489502,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-11,-5.992052547383949e-05,4.958441926222044,0.0190980899522728,0.176860454891856,1165.0,4.977540016174316,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-12,-7.514673019971969e-05,4.95897682331008,0.0184230027397243,0.1729209490659319,1182.0,4.977399826049805,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-13,-9.19718168700713e-05,4.960667359879666,0.0080325722187222,0.0767217765099659,1181.75,4.968699932098389,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-14,-0.0001075858957478,4.962146630792539,0.0070535034848049,0.0686733384438835,1180.75,4.969200134277344,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-15,-0.0001253758686967,4.961524376979016,0.0311757229660525,0.3112866016962632,1198.25,4.992700099945068,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-18,-0.0001401940216377,4.964113279067328,0.0039338629614809,0.0400182617106198,1187.75,4.968047142028809,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-19,-0.0001572054348093,4.9657492798466,0.063650591979572,0.6653283842342228,1185.5,5.029399871826172,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-20,-0.0001735187682213,4.963179175707673,0.0668210341006769,0.713552713866479,1209.5,5.03000020980835,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-21,-0.0001877308471403,4.963607796863815,0.002592078014115,0.0283217290703956,1212.0,4.96619987487793,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-22,-0.0001958090787627,4.967247951119923,0.0072522281708495,0.0811528707300103,1192.5,4.974500179290772,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-25,-0.0002069360156091,4.963971123926696,0.0369286677908338,0.4287568740717786,1209.25,5.000899791717529,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-26,-0.0002195951075048,4.966720232464402,0.0054796843751976,0.0655575736025714,1199.0,4.9721999168396,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-27,-0.0002320902560368,4.968854119678316,0.0068457819024949,0.0839576189127806,1192.5,4.9756999015808105,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-03-28,-0.0002443977093845,4.96987986006216,0.0204203184656721,0.2558133574710057,1191.5,4.990300178527832,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-01,-0.0002559361104942,4.972185699064661,0.041014107148718,0.5228521072427328,1185.75,5.013199806213379,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-02,-0.0002693036774793,4.976718257546373,0.076881576895766,0.993060025812154,1174.0,5.053599834442139,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-03,-0.0002845372902458,4.976413612018911,0.0879865840565292,1.1468721630442396,1182.25,5.06440019607544,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-04,-0.0003001195634817,4.979071658455897,0.0595283095006458,0.7829240920424212,1180.0,5.038599967956543,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-05,-0.0003145404435517,4.979169857690129,0.0782303689028882,1.0410750406083475,1185.0,5.057400226593018,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-08,-0.0003264984409551,4.981769522876364,0.0731306464961942,0.9791415254788786,1181.5,5.054900169372559,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-09,-0.0003392123974052,4.985633098020049,0.038266934023408,0.5169926493775355,1174.5,5.023900032043457,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-10,-0.0003518803033724,4.990412291569208,0.0171875390582334,0.235221087067895,1164.75,5.007599830627441,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-11,-0.0003607230713585,4.9933695246275365,0.0728302548829615,1.00339541237219,1159.25,5.066199779510498,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-12,-0.0003675528910847,4.98919009847712,0.1012101204865034,1.392819495530575,1174.0,5.090400218963623,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-15,-0.0003760932725058,4.996574098281314,0.120525663681577,1.6544332756127562,1158.25,5.117099761962891,0,0,0,10000.0,0.0,10000.0,0.0,0.0
2024-04-16,-0.000385890759234,5.003596318735138,0.1801037659511415,2.4611394262593222,1145.0,5.183700084686279,-1,-1,0,366.8551434788751,-0.95,9990.5,-0.9633144856521125,-96.33144856521125
2024-04-17,-0.0004020645775556,5.005041538310181,0.2804585112808837,3.7970345655278335,1149.5,5.2855000495910645,-1,-1,0,284.9344867959335,-0.95,9971.5,-0.22330518772638913,-97.15065513204067
2024-04-18,-0.0004260733510476,5.016267865896367,0.2163323462008008,2.864690577367863,1134.25,5.232600212097168,0,-1,1,566.5805886816506,-0.95,9971.5,0.9884591544281144,-94.33419411318349
2024-04-19,-0.0004525028362402,5.013804708262244,0.2278954641620725,3.0183880938958243,1150.5,5.241700172424316,0,-1,2,454.978649313196,-0.95,9971.5,-0.19697451977332273,-95.45021350686804
2024-04-22,-0.0004757879990582,5.012868611570957,0.1933315112622953,2.5461182601609584,1161.0,5.206200122833252,0,-1,3,535.8399011811707,-0.95,9971.5,0.17772537676226613,-94.64160098818829
2024-04-23,-0.0004950276354246,5.012690858326047,0.1530091004752227,2.0123225114883363,1167.5,5.1656999588012695,0,-1,4,545.4025679432489,-0.95,9971.5,0.017846126690078193,-94.54597432056751
2024-04-24,-0.0005096258296243,5.015588878673147,0.114910961109568,1.512445023926397,1166.0,5.130499839782715,0,-1,5,536.2349116950791,-0.95,9971.5,-0.016808971550577177,-94.6376508830492
2024-04-25,-0.0005225677163148,5.018961787182434,0.1265383959230348,1.6759513667644594,1162.75,5.145500183105469,0,-1,6,443.7242927558109,-0.95,9971.5,-0.17251882882230685,-95.5627570724419
2024-04-26,-0.0005351543434328,5.022449605251063,0.1361502482645615,1.810068887037892,1159.5,5.158599853515625,0,-1,7,447.3144272727677,-0.95,9971.5,0.008090912703155822,-95.52685572727232
2024-04-29,-0.0005468272921171,5.023663942768292,0.0918360305288272,1.2179761977646468,1160.75,5.115499973297119,0,-1,8,550.8720919828211,-0.95,9971.5,0.23150978013705997,-94.49127908017178
2024-04-30,-0.0005573901722449,5.033622195870574,0.0833779071262519,1.1085558612121964,1145.5,5.117000102996826,0,-1,9,468.7141076685348,-0.95,9971.5,-0.14914167101579795,-95.31285892331465
2024-05-01,-0.0005670911060268,5.029260890575671,0.1646392177617315,2.1946372174523465,1155.75,5.193900108337402,-1,-1,0,309.7307922550917,-0.95,9952.5,-0.33919037812677244,-96.90269207744907
2024-05-02,-0.0005836221188111,5.011752395155047,0.1826474385241523,2.438409786428029,1190.0,5.194399833679199,0,-1,1,451.5859680301819,-0.95,9952.5,0.4579950696612025,-95.48414031969818
2024-05-03,-0.0005970863859875,5.006511809019537,0.1037882550673767,1.3782697201479668,1201.75,5.110300064086914,0,-1,2,606.3094557039149,-0.95,9952.5,0.3426224431831592,-93.93690544296085
2024-05-06,-0.0006081509990332,4.987470795523912,0.0834291678549945,1.1110478790064906,1234.75,5.070899963378906,0,-1,3,525.7444185335626,-0.95,9952.5,-0.1328777514723363,-94.74255581466437
2024-05-07,-0.00061603799723,4.98947443047001,0.085425719829062,1.1394873093518876,1232.25,5.074900150299072,0,-1,4,445.00591097911274,-0.95,9952.5,-0.15356988055080156,-95.54994089020887
2024-05-08,-0.0006258475560746,5.002112583991604,0.0711873008045387,0.9552358362678856,1212.75,5.073299884796143,0,-1,5,455.49562983065516,-0.95,9952.5,0.023572088803186207,-95.44504370169345
2024-05-09,-0.0006336769239132,5.01528586116639,0.0726143005767738,0.9780735046154028,1192.75,5.087900161743164,0,-1,6,425.1602735603374,-0.95,9952.5,-0.06659856710721003,-95.74839726439663
2024-05-10,-0.0006405657904519,5.008139811649326,0.1326601875877342,1.7883656112004214,1205.0,5.1407999992370605,0,-1,7,353.7267457662074,-0.95,9952.5,-0.16801552787596552,-96.46273254233793
2024-05-13,-0.0006481097446732,5.0087999819829365,0.1144600392267802,1.535940425827621,1205.5,5.123260021209717,0,-1,8,484.913202475198,-0.95,9952.5,0.37086948691094207,-95.15086797524802
2024-05-14,-0.0006531568407589,5.013832384993569,0.1403676920633154,1.875799754084707,1199.0,5.154200077056885,0,-1,9,395.1282231760142,-0.95,9952.5,-0.1851568050547686,-96.04871776823985
2024-05-15,-0.0006576221727279,5.005382452633832,0.122417535159137,1.624810659255968,1213.5,5.127799987792969,0,0,0,501.15950957620043,-0.95,9952.5,0.26834652697778416,-94.988404904238
2024-05-16,-0.0006614215560709,5.00431944966661,0.1292807853187412,1.707106223208236,1216.25,5.133600234985352,0,0,0,441.75419313178827,-0.95,9952.5,-0.11853574622308886,-95.58245806868212
2024-05-17,-0.0006652041226974,4.997290909775475,0.1313092107689586,1.7239996997797586,1228.0,5.128600120544434,0,0,0,461.7529774455361,-0.95,9952.5,0.045271294816621226,-95.38247022554464
2024-05-20,-0.000668429530254,4.984596696628264,0.1174035398829671,1.5325930880995653,1248.0,5.102000236511231,0,0,0,501.77249003156794,-0.95,9952.5,0.0866686616888186,-94.98227509968432
2024-05-21,-0.0006715335456364,4.992815302729533,0.1102845202685136,1.4356579379393577,1236.25,5.103099822998047,0,0,0,450.4525536768906,-0.95,9952.5,-0.10227730171386769,-95.49547446323109
2024-05-22,-0.0006741135545946,4.986550083312832,0.135349998321689,1.7553368309273776,1246.25,5.1219000816345215,0,0,0,417.50118295911125,-0.95,9952.5,-0.07315170143627459,-95.82498817040889
2024-05-23,-0.000676825204311,4.991819437265967,0.1592807214254392,2.0540740220672915,1239.25,5.151100158691406,-1,-1,0,379.34026872467257,-0.95,9933.5,-0.09140312840305422,-96.20659731275327
2024-05-24,-0.0006801921846351,4.986604294187636,0.1564954906634383,2.00178969009303,1248.0,5.143099784851074,0,-1,1,448.25481919234517,-0.95,9933.5,0.1816694829140093,-95.51745180807654
2024-05-28,-0.0006842918658978,4.99965375811016,0.1720462426527804,2.191768312035071,1229.5,5.17170000076294,0,-1,2,380.6715380745627,-0.95,9933.5,-0.15076978143715755,-96.19328461925437
2024-05-29,-0.0006882124421949,5.011016041851003,0.150284140491526,1.898955623924191,1214.0,5.161300182342529,0,-1,3,452.6036361311235,-0.95,9933.5,0.1889610618655481,-95.47396363868876
2024-05-30,-0.0006924974072885,5.014582561968707,0.1875172381411562,2.3576659730056284,1209.75,5.202099800109863,0,-1,4,358.4033470063059,-0.95,9933.5,-0.20812976654373777,-96.41596652993694
2024-05-31,-0.0006993495518367,5.018753031136737,0.1833467689731263,2.290903201580961,1205.0,5.202099800109863,0,-1,5,433.5,-0.95,9933.5,0.20953111521130072,-95.665
2024-06-03,-0.0007068116268682,5.034260772687747,0.2101392517263161,2.606283315849691,1184.5,5.244400024414063,0,-1,6,356.2519374231506,-0.95,9933.5,-0.17819622278396632,-96.43748062576849
2024-06-04,-0.000715324909106,5.039817007204641,0.2091830652746074,2.5613214035427254,1179.0,5.249000072479248,0,-1,7,425.1672152360952,-0.95,9933.5,0.19344534183146944,-95.74832784763905
2024-06-05,-0.0007235906399491,5.042829372701847,0.2448708035371671,2.960121476319714,1177.25,5.287700176239014,0,-1,8,363.4579004303341,-0.95,9933.5,-0.1451412822870031,-96.36542099569667
2024-06-06,-0.0007331230052089,5.028228997153668,0.2721707831197699,3.2344192904569478,1200.0,5.3003997802734375,0,-1,9,410.68360831630343,-0.95,9933.5,0.12993446511976786,-95.89316391683697
2024-06-07,-0.0007418585735119,5.045465392418798,0.2116347128668465,2.464455417374344,1179.25,5.2571001052856445,-1,-1,0,492.10677108072923,-0.95,9914.5,0.1982625094248093,-95.07893228919271
2024-06-10,-0.000750750720892,5.040434846660177,0.2300062086376746,2.6473411068087405,1188.25,5.270441055297852,0,-1,1,390.39183721486734,-0.95,9914.5,-0.20669281514351637,-96.09608162785133
2024-06-11,-0.0007579654277098,5.049962185088155,0.3028377073373818,3.4386474604215422,1178.0,5.352799892425537,0,-1,2,266.04772731467347,-0.95,9914.5,-0.31851103954244886,-97.33952272685326
2024-06-12,-0.0007684778676288,5.053016270709005,0.3118838414430946,3.461516559896091,1177.25,5.3649001121521,0,-1,3,393.0248674128452,-0.95,9914.5,0.47727203453231115,-96.06975132587155
2024-06-13,-0.0007791109713116,5.04603143484437,0.3549685880438131,3.8500934260695696,1189.5,5.401000022888184,-1,-1,0,331.5753891361419,-0.95,9895.5,-0.15635010242788255,-96.68424610863859
2024-06-14,-0.0007887123925604,5.0562711309511,0.3053287912290754,3.2197725045203733,1179.75,5.361599922180176,0,-1,1,464.8021579596134,-0.95,9895.5,0.4017993288662621,-95.35197842040387
2024-06-17,-0.0007984674556779,5.076191285227128,0.2810088604943086,2.9044298781289712,1157.75,5.357200145721436,0,-1,2,403.2957842742253,-0.95,9895.5,-0.1323280725618584,-95.96704215725774
2024-06-18,-0.0008077828735725,5.065560257161828,0.3584395292151257,3.645750087980277,1174.0,5.423999786376953,-1,-1,0,258.043237331869,-0.95,9876.5,-0.3601638117882984,-97.41956762668131
2024-06-20,-0.0008212776998549,5.083890005369076,0.3385099923421055,3.3557042120063287,1155.25,5.422399997711182,0,-1,1,379.3019898457587,-0.95,9876.5,0.46991641310847065,-96.20698010154241
2024-06-21,-0.000833406658226,5.082573391030085,0.3698268164894465,3.5879209738864515,1160.5,5.452400207519531,-1,-1,0,304.9398802560463,-0.95,9857.5,-0.19604987999127396,-96.95060119743954
2024-06-24,-0.0008465395065727,5.073298719956119,0.3528272833092618,3.339528882596692,1175.25,5.426126003265381,0,-1,1,403.27891037238805,-0.95,9857.5,0.3224866161610946,-95.96721089627613
2024-06-25,-0.0008601545652052,5.086445775863812,0.3028540936735417,2.8051505674834623,1163.25,5.3892998695373535,0,-1,2,421.9747781761289,-0.95,9857.5,0.04635964669334446,-95.78025221823872
2024-06-26,-0.0008701565537647,5.089387238584452,0.3613125676289268,3.296186100886627,1162.75,5.450699806213379,0,-1,3,249.2671288399997,-0.95,9857.5,-0.40928429438984715,-97.50732871160001
2024-06-27,-0.0008834643996975,5.101755584095091,0.4207444540518814,3.758718801488506,1152.25,5.522500038146973,-1,-1,0,213.35970102561987,-0.95,9838.5,-0.14405199747548023,-97.8664029897438
2024-06-28,-0.000905668325276,5.107623669052721,0.392876533126234,3.416464834778953,1150.5,5.500500202178955,0,-1,1,376.3448963789033,-0.95,9838.5,0.7638986864427244,-96.23655103621097
2024-07-01,-0.0009362323478479,5.104112086877279,0.4877877849488925,4.155957246731469,1159.5,5.591899871826172,-1,-1,0,161.642199848553,-0.95,9819.5,-0.5704945080859767,-98.38357800151446
2024-07-02,-0.0009638690341848,5.103684715889518,0.5513154939188318,4.546594334076185,1165.0,5.65500020980835,-1,-1,0,193.29972378423008,-0.95,9800.5,0.1958493757529772,-98.0670027621577
2024-07-03,-0.0009983951073815,5.09768293311902,0.5778169829576401,4.588101534695198,1176.5,5.67549991607666,-1,-1,0,247.06194477037025,-0.95,9781.5,0.2781288039819032,-97.5293805522963
2024-07-05,-0.0010303311237679,5.090241590791191,0.3961585366196978,3.0256538756785,1188.5,5.486400127410889,0,-1,1,598.0268291584562,-0.95,9781.5,1.4205542043890549,-94.01973170841545
2024-07-08,-0.0010553027380426,5.108346150204257,0.3629439613374909,2.7286903248580137,1174.25,5.471290111541748,0,-1,2,307.66381368899056,-0.95,9781.5,-0.4855350986143292,-96.92336186311009
2024-07-09,-0.0010809766744023,5.125529446012104,0.3448704105552789,2.55925729301883,1161.5,5.470399856567383,0,-1,3,283.045782088695,-0.95,9781.5,-0.08001601262468037,-97.16954217911305
2024-07-10,-0.0011138289435018,5.152274100904516,0.2648258517932378,1.9459663057026777,1141.25,5.417099952697754,0,-1,4,374.06162255736854,-0.95,9781.5,0.32155872381151723,-96.25938377442631
2024-07-11,-0.0011363381714183,5.154075376412356,0.2606246548681614,1.9025147980312287,1142.75,5.414700031280518,0,-1,5,285.708756283404,-0.95,9781.5,-0.23619869279804068,-97.14291243716596
2024-07-12,-0.0011603054825488,5.167232779694835,0.2707674224841199,1.9643368381206312,1134.5,5.438000202178955,0,-1,6,240.62024262536943,-0.95,9781.5,-0.15781285195652098,-97.59379757374631
